0.000000,0.000000
-0.006398,0.999980
-0.006002,0.839686
-0.007529,0.809263
-0.007351,0.673606
-0.008943,0.622865
-0.006232,0.327765
-0.018588,0.939347
-0.009076,0.420494
-0.001589,0.069313
-0.024361,0.938896
-0.019606,0.705351
-0.032220,0.981529
-0.030829,0.904722
-0.038416,0.855467
-0.000524,0.011498
-0.020361,0.343266
-0.024686,0.365440
-0.025765,0.306541
-0.084130,0.881818
-0.011017,0.109729
-0.088224,0.832684
-0.037606,0.344333
-0.045145,0.397355
-0.093984,0.807404
-0.048761,0.378916
-0.032510,0.249037
-0.074780,0.548757
-0.053673,0.389268
-0.111495,0.788070
-0.106080,0.739986
-0.127430,0.887198
-0.063591,0.438763
-0.127451,0.876403
-0.080477,0.552565
-0.109413,0.726677
-0.001234,0.008154
-0.135051,0.839628
-0.073114,0.441815
-0.117012,0.704813
-0.106613,0.627989
-0.174454,0.975283
-0.067767,0.363255
-0.011093,0.058540
-0.008562,0.045113
-0.150558,0.738775
-0.052096,0.254820
-0.085913,0.414675
-0.166441,0.784512
-0.106191,0.498394
-0.180957,0.845425
-0.186856,0.864637
-0.001575,0.007282
-0.082176,0.365211
-0.033408,0.142754
-0.048861,0.208478
-0.164613,0.681662
-0.151988,0.602670
-0.093640,0.366098
-0.048175,0.185988
-0.171076,0.660071
-0.190016,0.725944
-0.032403,0.123415
-0.139528,0.530879
-0.073228,0.278230
-0.136119,0.510550
-0.022122,0.081271
-0.073806,0.267721
-0.166280,0.602293
-0.231032,0.828631
-0.197223,0.695968
-0.068543,0.240134
-0.160751,0.548784
-0.059921,0.198409
-0.091858,0.302348
-0.055222,0.180217
-0.102889,0.327023
-0.263458,0.828961
-0.040962,0.126493
-0.057794,0.172820
-0.186203,0.553454
-0.117186,0.345721
-0.032583,0.093909
-0.173601,0.492642
-0.240057,0.677052
-0.190064,0.534497
-0.089504,0.249602
-0.070319,0.195351
-0.037077,0.101368
-0.209941,0.569996
-0.326015,0.879056
-0.008284,0.022252
-0.049741,0.133548
-0.211220,0.566610
-0.349851,0.926360
-0.285055,0.748387
-0.365787,0.900250
-0.040789,0.099716
-0.358296,0.839397
-0.043210,0.101077
-0.212734,0.495185
-0.000114,0.000263
-0.081743,0.187866
-0.082985,0.190290
-0.351509,0.791818
-0.159879,0.358548
-0.217130,0.482239
-0.243189,0.525257
-0.077832,0.167814
-0.065778,0.140754
-0.349627,0.747040
-0.012943,0.027084
-0.185728,0.380774
-0.111157,0.225814
-0.388760,0.777065
-0.265833,0.526681
-0.284679,0.558236
-0.037849,0.074110
-0.299852,0.573792
-0.101306,0.192179
-0.141379,0.266318
-0.129701,0.243827
-0.072562,0.135140
-0.203139,0.378158
-0.030117,0.055894
-0.251919,0.463609
-0.244804,0.446123
-0.142090,0.257968
-0.282691,0.509998
-0.156449,0.280777
-0.311357,0.556977
-0.292322,0.519107
-0.092839,0.164124
-0.470074,0.821528
-0.297737,0.514288
-0.370557,0.629153
-0.331161,0.560195
-0.031629,0.052397
-0.275740,0.456351
-0.295797,0.487037
-0.260402,0.426995
-0.214189,0.343515
-0.418366,0.665084
-0.338156,0.526607
-0.534122,0.824783
-0.518158,0.790808
-0.536312,0.814688
-0.082535,0.125236
-0.539855,0.815863
-0.213263,0.319894
-0.547449,0.818145
-0.309094,0.455982
-0.095137,0.137663
-0.233466,0.335825
-0.554314,0.780347
-0.065570,0.091358
-0.496991,0.681611
-0.329147,0.448850
-0.426079,0.580367
-0.443544,0.597397
-0.552557,0.741500
-0.165852,0.220941
-0.266630,0.352878
-0.241834,0.317591
-0.322504,0.415995
-0.432028,0.555838
-0.224405,0.285439
-0.149753,0.189106
-0.171330,0.215790
-0.423216,0.519001
-0.198106,0.241980
-0.122357,0.148084
-0.021346,0.025689
-0.583827,0.702092
-0.423571,0.509370
-0.118930,0.142565
-0.477513,0.571184
-0.177778,0.210651
-0.354364,0.418917
-0.306116,0.358982
-0.296235,0.342259
-0.003012,0.003396
-0.573496,0.637029
-0.663107,0.726094
-0.501162,0.543884
-0.244336,0.264408
-0.534042,0.574462
-0.007361,0.007905
-0.135967,0.145552
-0.395824,0.423021
-0.137190,0.146569
-0.343596,0.365780
-0.135258,0.143810
-0.298802,0.312394
-0.501131,0.519140
-0.452229,0.458983
-0.081686,0.077911
-0.692087,0.657841
-0.526304,0.496371
-0.202757,0.191101
-0.253464,0.237549
-0.440237,0.411559
-0.444078,0.411531
-0.440261,0.391991
-0.740225,0.651875
-0.182848,0.160823
-0.268292,0.234613
-0.135199,0.117573
-0.410326,0.355252
-0.127614,0.109718
-0.186843,0.160383
-0.158227,0.135502
-0.164150,0.138970
-0.745785,0.626957
-0.593114,0.497785
-0.108276,0.090748
-0.460127,0.380078
-0.356684,0.294463
-0.168549,0.138746
-0.434002,0.354390
-0.547843,0.446115
-0.571034,0.464430
-0.261499,0.211037
-0.597727,0.482371
-0.266457,0.213957
-0.777488,0.612416
-0.363641,0.285633
-0.198546,0.155881
-0.181190,0.142131
-0.304929,0.236697
-0.633456,0.489368
-0.687965,0.524355
-0.022965,0.017473
-0.376099,0.285590
-0.555767,0.421181
-0.624768,0.472852
-0.674015,0.507040
-0.800430,0.589744
-0.373652,0.273779
-0.511698,0.372221
-0.725793,0.523611
-0.185542,0.132538
-0.524923,0.372694
-0.008066,0.005685
-0.565129,0.387008
-0.327164,0.220438
-0.692916,0.461536
-0.339280,0.224471
-0.487365,0.321954
-0.726162,0.476266
-0.057121,0.037040
-0.439441,0.281960
-0.572708,0.366228
-0.046686,0.029696
-0.259517,0.164703
-0.040647,0.025767
-0.378909,0.238587
-0.542596,0.340307
-0.164500,0.100689
-0.344067,0.208289
-0.282737,0.170360
-0.020404,0.012096
-0.645290,0.376240
-0.775926,0.451574
-0.325255,0.187543
-0.322889,0.186168
-0.654016,0.366423
-0.804186,0.446002
-0.813718,0.451188
-0.010565,0.005854
-0.295991,0.159328
-0.782004,0.420712
-0.536986,0.288177
-0.560387,0.297394
-0.840271,0.439055
-0.417846,0.218188
-0.126812,0.065648
-0.393870,0.203698
-0.006194,0.003194
-0.229224,0.115068
-0.201589,0.101177
-0.403045,0.195006
-0.648350,0.312446
-0.821512,0.382939
-0.668911,0.304832
-0.830866,0.377833
-0.664068,0.299622
-0.402591,0.179299
-0.565598,0.251701
-0.284202,0.125823
-0.556405,0.242988
-0.461990,0.196325
-0.464241,0.196749
-0.080811,0.033995
-0.735704,0.307899
-0.323649,0.131951
-0.700290,0.283107
-0.152948,0.061267
-0.013770,0.005448
-0.738622,0.291886
-0.589754,0.232593
-0.625977,0.243254
-0.216420,0.082458
-0.679237,0.255941
-0.912488,0.341464
-0.794756,0.297245
-0.068448,0.025475
-0.501318,0.182691
-0.744781,0.268525
-0.076604,0.027595
-0.336822,0.120892
-0.306911,0.105798
-0.887437,0.304081
-0.325918,0.111495
-0.511464,0.173037
-0.813397,0.271061
-0.586580,0.193849
-0.281176,0.092705
-0.470948,0.154881
-0.193846,0.063260
-0.601055,0.193468
-0.857141,0.274352
-0.896341,0.285673
-0.299904,0.092876
-0.720641,0.221118
-0.092877,0.028435
-0.693535,0.208279
-0.659536,0.191619
-0.020433,0.005932
-0.760600,0.219561
-0.862840,0.247256
-0.203771,0.058365
-0.351101,0.096803
-0.291108,0.079409
-0.231656,0.063149
-0.301928,0.080943
-0.272866,0.072339
-0.559639,0.145021
-0.220733,0.056922
-0.787731,0.197084
-0.066753,0.016622
-0.137941,0.032871
-0.035025,0.008280
-0.934831,0.215665
-0.511484,0.117483
-0.205285,0.045094
-0.625133,0.136889
-0.634474,0.136137
-0.825074,0.176959
-0.152547,0.032208
-0.220007,0.046247
-0.045238,0.009459
-0.635591,0.131417
-0.410964,0.082948
-0.239496,0.048241
-0.803627,0.159122
-0.237923,0.047029
-0.704271,0.133603
-0.037683,0.006986
-0.709530,0.131107
-0.721728,0.132827
-0.183830,0.033089
-0.262911,0.047266
-0.124248,0.020928
-0.526484,0.081848
-0.647810,0.096311
-0.248578,0.036608
-0.273731,0.038772
-0.344297,0.048251
-0.302237,0.042135
-0.229179,0.030101
-0.623546,0.080470
-0.957051,0.123452
-0.279203,0.035109
-0.696931,0.086015
-0.034160,0.003955
-0.072861,0.008420
-0.632837,0.072291
-0.399514,0.042439
-0.737804,0.077668
-0.723268,0.072313
-0.617980,0.059328
-0.096285,0.009192
-0.082556,0.007306
-0.818404,0.071031
-0.459031,0.039672
-0.240027,0.017983
-0.722227,0.051684
-0.307885,0.021643
-0.953053,0.064017
-0.080686,0.005031
-0.238435,0.014449
-0.728315,0.042228
-0.239063,0.013763
-0.040260,0.002274
-0.796450,0.044026
-0.875602,0.048018
-0.683049,0.033954
-0.466404,0.021277
-0.097302,0.004359
-0.713172,0.027854
-0.252202,0.008096
-0.452573,0.010167
-0.153161,0.002772
-0.917692,0.012557
-0.089305,0.000773
-0.953242,0.005903
-0.459216,-0.006382
-0.263815,-0.006681
-0.792544,-0.026703
-0.678796,-0.024262
-0.596276,-0.022646
-0.817520,-0.036191
-0.055639,-0.002527
-0.748598,-0.035413
-0.419545,-0.024130
-0.534828,-0.032110
-0.431116,-0.028597
-0.179945,-0.012415
-0.125456,-0.008724
-0.429309,-0.030607
-0.236867,-0.017094
-0.841848,-0.061353
-0.704790,-0.057272
